arquivo,fonte,modalidade,unidade_integridade,split,observation_id,photo_id,colonia,video_id,frame,sessao_captura,data_captura,n_mandacaia,n_entrada,n_instancias,licenca,quality_grade,atribuicao,url
VID_20260108_072446_0128_jpg.rf.0ecb79e3f7534eeaed54fbf3cb9a63c4.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,128,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0129_jpg.rf.29f926694abea3e317a9d97942210f13.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,129,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0185_jpg.rf.3c2671512de582fcbdef8a0793fd8898.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,185,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0186_jpg.rf.f3f1352df11b58f347977d4418e45700.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,186,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0197_jpg.rf.992e1e04641c5ae166da1abf47936c5e.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,197,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0198_jpg.rf.85392378f6d0e79471e14c44139f04aa.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,198,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0199_jpg.rf.f23499bda85361ff0372ef72bcfb0d09.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,199,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0200_jpg.rf.5749e26fd0faff4c99e76b82f5ead50d.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,200,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0260_jpg.rf.6f1a83e3cd62b9babace1b8c13e53f92.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,260,,2026-01-08,2,1,3,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0261_jpg.rf.048815050234d828de041415dc7fa8ae.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,261,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0262_jpg.rf.46b44f10a6dcbda4f0cd6c1a45f83427.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,262,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0283_jpg.rf.e5c30510e21ee19a12cd8a2db797da6a.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,283,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0285_jpg.rf.a0bde565a85b4e254798455617322ff2.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,285,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0286_jpg.rf.77fd2b1c78fdf7ab945df59145a041b8.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,286,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0287_jpg.rf.71d2a34fab33b66ea27965e054900e23.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,287,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0342_jpg.rf.e1aa2a9fb9cffccba4c9d3f706903c07.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,342,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0343_jpg.rf.b6cc4281551e9786b05c8e78274ca568.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,343,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0344_jpg.rf.0bb75a5407b3ae7ff61f3b14e76987ee.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,344,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0345_jpg.rf.dd5b79c91c008021de1ee5d8be6a1787.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,345,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0346_jpg.rf.f777c15ef344a8744bebe8e680704777.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,346,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0347_jpg.rf.18ee35d4b42002d880d2ae4d5837a026.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,347,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0370_jpg.rf.3aa574f738afe0797df48e8e9920c476.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,370,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0386_jpg.rf.3ef8c2ea69cecfb56f2ac1eab75184cc.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,386,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0392_jpg.rf.74d7c3f60aa93b44170f59171b0ecbf3.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,392,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0393_jpg.rf.46eb1ffbdafa04c16958003e8df0adf0.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,393,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0394_jpg.rf.414a4030c56bc2ea4a5b8544bec5e2fc.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,394,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0395_jpg.rf.19a7ea3900951ba82011e1f3b545b80e.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,395,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0396_jpg.rf.e9dd20bdfef1e8cdd8475738258ebb97.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,396,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0397_jpg.rf.72bfbd865ce7ec954628f2c011102bca.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,397,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0398_jpg.rf.fa311aad5899ed2ea25ffb7a838771be.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,398,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0399_jpg.rf.1725ed726b169b876cc8a071c6d6b801.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,399,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0400_jpg.rf.41074a7d03b05c7e3ca99b276e4ef489.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,400,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0416_jpg.rf.47fd5177252756f20161d3cfe96bcc88.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,416,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0417_jpg.rf.3eaeb1180b74e91202f3b1caa2505411.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,417,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0433_jpg.rf.9b6302e966c3f5ed2c3e06f74d148415.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,433,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0434_jpg.rf.1b103ae4627cc5b03f52ae4be05b190f.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,434,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0435_jpg.rf.35445ee76531eddbf0b7b905a75ab9b9.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,435,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0452_jpg.rf.fd534588324cfec196049eca727d3a7f.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,452,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0478_jpg.rf.2aeff771511464955f980931b33a9ba5.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,478,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0480_jpg.rf.d9373282a3438e64edfbfd66bac41683.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,480,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0481_jpg.rf.aa955a879c41a8566373b5f3da33333e.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,481,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0482_jpg.rf.e9dd23a84b9983f6e86435c3b5a66831.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,482,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0489_jpg.rf.68c27fe7f5330277d594f72d8b4a9235.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,489,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0490_jpg.rf.b19ee617f62116dc6f98d8f9281b3ff1.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,490,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072446_0491_jpg.rf.1f4e90e3d677789beb42458d437642c8.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072446,491,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0005_jpg.rf.c3b3c06a777e9b39a0d75bfa6be0c79a.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,5,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0006_jpg.rf.af400bccb5098cc5652737b2c38052fb.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,6,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0007_jpg.rf.471b6ffb95d83caad0a586e5cd5ef1e2.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,7,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0023_jpg.rf.1062d405cb4f4ed46aca78b69fc3c9d3.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,23,,2026-01-08,2,1,3,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0024_jpg.rf.44cbe8fa6cadb88e9ac7f83244c92ef7.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,24,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0025_jpg.rf.d84f0562b6cc44a03819ce970a304a64.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,25,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0026_jpg.rf.33315ad2a100979546f8ebe0889fd0f3.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,26,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0027_jpg.rf.7bd7c7138d2db6c3e947e9b94cf068ee.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,27,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0044_jpg.rf.7d83e9c9e91f8ea3e693dcf27394b086.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,44,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0193_jpg.rf.02252ab002fa8bb4c05749f81138c8ff.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,193,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0194_jpg.rf.b8cded343726d3b34549b68466df3998.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,194,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0195_jpg.rf.221f6d9e05f1da2bb392a32ec69ec7f1.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,195,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0196_jpg.rf.073f922c493a3e572dd33ca3ebdeb972.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,196,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0197_jpg.rf.0f463e9d6b7146505db408b11f291b07.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,197,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0225_jpg.rf.c3ff860af9834f8fdb2330b00fd9bc35.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,225,,2026-01-08,2,1,3,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0226_jpg.rf.f31076e339639bab2a91dcee110131f5.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,226,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0227_jpg.rf.359a2843bdce40658b01818c3a8d3d10.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,227,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0233_jpg.rf.f72b02393d51412e31e5a43354018d5c.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,233,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0234_jpg.rf.8bae7296fbb8a299bff239fea458c91f.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,234,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0235_jpg.rf.1cd02f1a36548b598c63725e2b2b61e0.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,235,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0244_jpg.rf.f87b39f368a94a516f1ef35137a8e951.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,244,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0245_jpg.rf.ff4a5dc2a4eff83525d6bb8b60348b07.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,245,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0246_jpg.rf.ffe9570c613be074d65d8ddfd8840864.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,246,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0332_jpg.rf.a8e59c98f04679a782ddc5fcbdb73108.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,332,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0333_jpg.rf.b3616f89dc072b3dd2cb37822bee6b15.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,333,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0360_jpg.rf.7695603e7724cf52665d283c767c492e.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,360,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0380_jpg.rf.105dbc0597329c88874c1b8d848e9fec.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,380,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0391_jpg.rf.9783c758462e0baaa1869f3bb5dc986c.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,391,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0392_jpg.rf.989e36749b32a93fff4f629ed6b99c5f.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,392,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0393_jpg.rf.323eabe33175ff5aea8ba7297c6f8416.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,393,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0410_jpg.rf.e3ea332a7bcf09f69f2a820a68a6cce4.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,410,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0412_jpg.rf.05c229158a6691e830b7d585f7e34105.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,412,,2026-01-08,2,1,3,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0413_jpg.rf.05037878a1f056c6ad33ae42aa08f0de.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,413,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260108_072622_0414_jpg.rf.9a1ffc0587414b27f981707029b84d34.jpg,acervo_autor,frame_video,colonia:caixa_01,treino,,,caixa_01,VID_20260108_072622,414,,2026-01-08,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260118_082251_0005_jpg.rf.44757520a9bf0731f48bb4062cc29501.jpg,acervo_autor,frame_video,colonia:caixa_02,treino,,,caixa_02,VID_20260118_082251,5,,2026-01-18,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260118_082251_0068_jpg.rf.2eab0f1a5a9a2e1a20f1264baee27c60.jpg,acervo_autor,frame_video,colonia:caixa_02,treino,,,caixa_02,VID_20260118_082251,68,,2026-01-18,1,1,2,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
VID_20260118_082251_0069_jpg.rf.662345348f87cef1a043c2eea5c07ea2.jpg,acervo_autor,frame_video,colonia:caixa_02,treino,,,caixa_02,VID_20260118_082251,69,,2026-01-18,0,1,1,cc-by-nc-sa,curadoria_manual,Lucas Dominguez Cordeiro,
